LOCATION ACCOUNT #,names,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,zip,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000421537-0001-4,KIRSCH KOHN & BRIDGE LLP,,21550 OXNARD STREET SUITE #200,WOODLAND HILLS,91367-7108,90057,21550 OXNARD 91367-7108,,,,541211,Offices of certified public accountants,3,10/29/1982,,"(34.1791, -118.5994)"
0002210434-0001-7,DI CICCO INC,,5179 HIGH CREST AVENUE,LOS ANGELES,90041-1608,90058,5179 HIGH CREST 90041-1608,,,,,,14,1/1/2003,,"(34.1408, -118.1913)"
0002491427-0001-6,PIA SANDERS,,12512 GILMORE AVENUE,LOS ANGELES,90066-6427,90059,12512 GILMORE 90066-6427,,,,541600,"Management, scientific, & technical consulting services",11,2/18/2010,,"(33.9907, -118.4258)"
0000622075-0001-7,VANNASIRI PUTHAPRASERT,AM'S BEAUTY SALON,14420 CHASE STREET,PANORAMA CITY,91402-3016,90061,14420 CHASE 91402-3016,,,,,,6,3/4/1988,,"(34.2247, -118.4472)"
0002991606-0001-8,FJALLRAVEN USA RETAIL LLC,FJALLRAVEN,151 S LA BREA AVENUE,LOS ANGELES,90036-2909,90062,151 LA BREA 90036-2909,1900   TAYLOR AVENUE,LOUISVILLE,80027-3016,448150,Clothing accessories stores,5,8/1/2017,,"(34.0723, -118.3442)"
0003009086-0001-4,LESBIA JEANNETTE JIMENEZ,,3816  1/2 S FIGUEROA STREET,LOS ANGELES,90037-1231,90063,3816 FIGUEROA 90037-1231,,,,812112,Beauty salons,9,9/26/2017,,"(34.0153, -118.2826)"
0002255453-0001-1,CYRUS MESHKI,LAW OFFICE OF CYRUS MESHKI,10866 WILSHIRE BLVD #400,LOS ANGELES,90024-4338,90064,10866 WILSHIRE 90024-4338,,,,541100,Legal services,5,2/1/2007,,"(34.0591, -118.442)"
0000397811-0001-7,ESTHETICS PROFESSIONAL INC,ESTHETICS PROFESSIONALS,18981 VENTURA BLVD #300,TARZANA,91356-3252,90065,18981 VENTURA 91356-3252,,,,621510,Medical & diagnostic laboratories,3,9/16/1996,,"(34.1725, -118.547)"
0002298697-0001-8,CHRISTOPHER A. WOLSKI,,1322 WELLESLEY AVENUE,LOS ANGELES,90025-2042,90066,1322 WELLESLEY 90025-2042,,,,238990,All other specialty trade contractors,11,12/26/2005,,"(34.0412, -118.4673)"
0002550432-0001-0,"GEA PARTS, LLC",,1251 PORT ROAD,JEFFERSONVILLE,47130-8437,90067,1251 PORT 47130-8437,POST OFFICE BOX #80600,INDIANAPOLIS,46280-0600,335000,"Electrical equipment, appliance, & component mfg.",0,1/1/2010,,"(38.317, -85.6751)"
0002064336-0001-8,ANA/JOSE GARCIA,GARCIAS GARDENING AND TREE TRIMMING SERVICE,606 W 118TH STREET,LOS ANGELES,90044-4004,90068,606 118TH 90044-4004,,,,,,15,6/4/2004,,"(33.9261, -118.2849)"
0002770153-0001-1,ELIZA LADYZHENSKY,,126 S ORANGE DRIVE,LOS ANGELES,90036-3013,90069,126 ORANGE 90036-3013,,,,424990,Other miscellaneous nondurable goods,5,1/1/2008,,"(34.0718, -118.3418)"
0002405305-0001-3,ERIC J BECK,,6616 LINDLEY AVENUE,RESEDA,91335-5511,90071,6616 LINDLEY 91335-5511,,,,711410,"Agents & managers for artists, athletes, entertainers, & other public figures",3,1/1/2004,,"(34.1905, -118.5273)"
0000167185-0001-3,CHARLES J BAILEY,,25607 LUCILLE AVENUE,LOMITA,90717-2529,90073,25607 LUCILLE 90717-2529,,,,,,0,4/15/2002,,"(33.7909, -118.3218)"
0002774629-0001-7,S & S INVESTIGATORS INC,,1741 S BENTLEY AVENUE #4,LOS ANGELES,90025-4395,90077,1741 BENTLEY 90025-4395,,,,561600,Investigation & security services,5,8/26/2014,,"(34.0471, -118.4425)"
0003009132-0001-6,GEA GEUM LEE,HAIR BY GEA,2666 W OLYMPIC BLVD   UNIT #115,LOS ANGELES,90006-2808,90079,2666 OLYMPIC 90006-2808,,,,812111,Barber shops,1,9/26/2017,,"(34.052, -118.2902)"
0002049694-0001-9,TED MASLO & JANINA MASLO,,5104 KESTER AVENUE,SHERMAN OAKS,91403-1369,90089,5104 KESTER 91403-1369,4469 ALONZO AVENUE,ENCINO,91316-4313,531100,Lessors of real estate (including mini warehouses & self-storage units),4,9/1/2001,,"(34.1631, -118.4574)"
0002257392-0001-8,THE NIGHTWATCHMAN LLC,,16000 VENTURA BLVD #600,ENCINO,91436-2753,90090,16000 VENTURA 91436-2753,,,,711510,"Independent artists, writers, & performers",5,1/6/2005,,"(34.156, -118.4814)"
0002488372-0001-8,SUSANA GOMEZ,,4444 W KLING STREET,BURBANK,91505-3742,90094,4444 KLING 91505-3742,,,,541990,"All other professional, scientific, & technical services",0,1/1/2009,,"(34.1559, -118.3501)"
0000759338-0001-6,HSIEN FENG HO,DONG HWA DANG ACUPUNCTURE,2120 W 8TH STREET #230,LOS ANGELES,90057-4083,90095,2120 8TH 90057-4083,2120 W 8TH STREET UNIT #230,LOS ANGELES,90057-4083,445290,Home furnishings stores,1,1/20/2003,,"(34.0549, -118.278)"
0000963248-0001-5,SHIRLEY T BOVSHOW,GARDEN WORLD MEDIA,7230   REMMET AVENUE,CANOGA PARK,91303-1531,90201,7230 REMMET 91303-1531,7230   REMMET AVENUE,CANOGA PARK,91303-1531,444200,Lawn & garden equipment & supplies stores,3,6/14/1999,,"(34.202, -118.5999)"
0000814315-0001-9,"SAND TEXTILE, INC",,741 MERCHANT STREET,LOS ANGELES,90021-1519,90210,741 MERCHANT 90021-1519,,,,,,14,3/1/1998,,"(34.036, -118.2427)"
0002119417-0001-3,CREATIVE MIND INTERACTIVE CORP,,2341 E 8TH STREET,LOS ANGELES,90021-1732,90211,2341 8TH 90021-1732,POST OFFICE BOX #49226,LOS ANGELES,90049-0226,,,14,11/1/2005,,"(34.0296, -118.2306)"
0003009198-0001-5,GLN TRAVEL INC,,1700 S 3RD STREET   APARTMENT #K,ALHAMBRA,91803-3507,90212,1700 3RD 91803,1700 S 3RD STREET   APARTMENT #K,ALHAMBRA,91803-3507,485510,Charter bus industry,0,6/28/2017,,"(34.0746, -118.1251)"
0003007769-0001-3,CONNERY DAVOODIAN,CONNERY FILM,7333   BAKMAN AVENUE   #2,SUN VALLEY,91352-4902,90220,7333 BAKMAN 91352-4902,,,,541920,Photographic services,2,1/1/2016,,"(34.204, -118.3782)"
0002664608-0001-3,DANIEL LAVITT,,514 N MANSFIELD AVENUE,LOS ANGELES,90036-2012,90221,514 MANSFIELD 90036-2012,,,,711510,"Independent artists, writers, & performers",5,2/26/2013,,"(34.0805, -118.3406)"
0002722571-0011-1,GOLDEN STATE ENTERPRISES LLC,GSE 76 OSBORNE,13455 OSBORNE STREET,ARLETA,91331-5523,90222,13455 OSBORNE 91331-5523,29501 CANWOOD STREET SUITE #200,AGOURA HILLS,91301-1570,447100,Gasoline stations (including convenience stores with gas),6,12/10/2013,,"(34.2419, -118.4262)"
0002642433-0001-8,EFRAIN CHARLES,CHARLES AUTO REPAIR,3720 KELTON AVENUE #3,LOS ANGELES,90034-7122,90230,3720 KELTON 90034-7122,,,,811110,Automotive mechanical & electrical repair & maintenance,5,1/1/2011,,"(34.0175, -118.4129)"
0002914630-0001-2,TIME ZONE ENT. PROPERTIES,,1141   SEWARD STREET,LOS ANGELES,90038-1307,90232,1141 SEWARD 90038-1307,,,,512200,Sound recording industries,4,1/1/2016,,"(34.0919, -118.3336)"
0002361552-0001-8,HOMEDELIVERY LINK INC,,14400 ARMINTA STREET,PANORAMA CITY,91402-6074,90240,14400 ARMINTA 91402-6074,32236 PASEO ADELANTO SUITE #C,SAN JUAN CAPISTRANO,92675-3609,484110,"General freight trucking, local",6,2/1/2008,,"(34.2134, -118.4484)"
0002481222-0001-1,MUTTROPOLITAN INC,,408 E 2ND STREET,LOS ANGELES,90012-4209,90241,408 2ND 90012-4209,,,,,,14,11/2/2010,,"(34.0477, -118.2392)"
0000901516-0001-7,TEMPIE D BEAMAN,,5728 CHESLEY AVENUE,LOS ANGELES,90043-2424,90242,5728 CHESLEY 90043-2424,,,,561500,Travel arrangement & reservation services,8,1/1/1998,,"(33.9894, -118.3344)"
0002823372-0002-3,OPTIONS FOR YOUTH - SAN GABRIEL INC,OPTIONS FOR YOUTH - SG - HIGHLAND PARK,5926   MONTEREY ROAD,LOS ANGELES,90042-4943,90245,5926 MONTEREY 90042-4943,320 N HALSTEAD STREET   SUITE #280,PASADENA,91107-3117,812990,All other personal services,14,4/12/2017,,"(34.1049, -118.1844)"
0002414581-0001-0,LESLIE DAVID BAKER INC,,501 N SPAULDING AVENUE SUITE #1,LOS ANGELES,90036-1831,90247,501 SPAULDING 90036-1831,,,,512100,Motion picture & video industries (except video rental),5,7/25/2008,,"(34.0802, -118.3573)"
0002461528-0001-0,PETER J KOETTERS MD INC,PETER KOETTERS M D,15107 VANOWEN STREET,VAN NUYS,91405-4542,90248,15107 VANOWEN 91405-4542,272 EL NIDO AVENUE,PASADENA,91107-4453,561430,Business service centers (including private mail centers & copy shops),6,8/1/2004,,"(34.1939, -118.4619)"
0003009111-0001-4,"LA LOOP, LLC",,10250   CONSTELLATION BLVD   SUITE #100,LOS ANGELES,90067-6200,90249,10250 CONSTELLATION 90067,10250   CONSTELLATION BLVD   SUITE #100,LOS ANGELES,90067-6200,424300,"Apparel, piece goods, & notions",5,6/1/2017,,"(34.0571, -118.4174)"
0002515383-0001-5,JOSE MANUEL MENCHACA/ROSALVA MURILLO,,241 E 78TH STREET,LOS ANGELES,90003-2503,90250,241 78TH 90003-2503,,,,561720,Janitorial services,9,1/1/2008,,"(33.9687, -118.2718)"
0000016662-0001-9,BEACH PIZZA INC,BEACH PIZZA,8601 LINCOLN BLVD,WESTCHESTER,90045-3554,90254,8601 LINCOLN 90045-3554,,,,722110,Full-service restaurants,11,11/5/1992,,"(33.9597, -118.4193)"
0002565669-0001-1,CONDOR MANAGEMENT LLC,,26407 BOUQUET CANYON ROAD #25,SANTA CLARITA,91350-2396,90255,26407 BOUQUET CANYON 91350-2396,26407 BOUQUET CANYON ROAD #25,SANTA CLARITA,91350-2396,531100,Lessors of real estate (including mini warehouses & self-storage units),0,7/7/2009,,"(34.4248, -118.5391)"
0002060595-0001-2,PAZ AVALOS,,7237 AMIGO AVENUE UNIT #19,RESEDA,91335-3037,90260,7237 AMIGO 91335-3037,,,,,,3,3/5/2002,,"(34.2018, -118.5385)"
0002668031-0001-2,JEFF SCHULTE/ DAVID SLAUSON,S & S POOL COMPANY,30135 MADLOY STREET,CASTAIC,91384-3213,90262,30135 MADLOY 91384-3213,,,,233210,Single Family Housing Construction (1997 NAICS),0,3/11/2013,,"(34.4727, -118.6638)"
0003008869-0001-9,ARTHUR OGUMUSHYAN & ASHOT GALSTYAN,,8025   RHODES AVENUE,NORTH HOLLYWOOD,91605-1338,90263,8025 RHODES 91605-1338,,,,811310,Commercial & industrial machinery & equipment (except automotive & electronic) repair & maintenance,2,9/25/2017,,"(34.2166, -118.4034)"
0002880376-0001-0,"BA/PLAYA VISTA RUNWAY, LLC",BIKE ATTACK PLAYA VISTA,12775   MILLENNIUM     SUITE #4115,LOS ANGELES,90094-4100,90265,12775 MILLENNIUM 90094-4100,532   PIER AVENUE   APARTMENT #E,SANTA MONICA,90405-5564,451110,Sporting goods stores,11,3/1/2016,,"(33.9726, -118.426)"
0003008061-0001-7,JAIMIE HAN,,2743  1/2 W 15TH STREET,LOS ANGELES,90006-4301,90266,2743 15TH 90006-4301,,,,315000,Apparel mfg.,10,9/13/2016,,"(34.0457, -118.3016)"
0000608472-0001-7,COURTNEY LIND,CREATIVE FACES,3003 GLENHURST AVENUE,LOS ANGELES,90039-2318,90270,3003 GLENHURST 90039-2318,,,,713900,"Other amusement & recreation services (including golf courses, skiing facilities, marinas, fitness centers, bowling centers, skating rinks, miniature golf courses)",13,6/1/2002,,"(34.1104, -118.253)"
0002027616-0001-1,GEOFFREY M JOHNS,,1880 CENTURY PARKS  E #1600,LOS ANGELES,90067-1661,90272,1880 CENTURY 90067-1661,1880 CENTURY PARKS  E SUITE #1600,LOS ANGELES,90067-1661,,,5,9/7/2002,,"(34.0614, -118.4145)"
0002658068-0001-9,JEWISH TELEVISION NETWORK INC,,15600 MULHOLLAND DRIVE,LOS ANGELES,90077-1519,90274,15600 MULHOLLAND 90077-1519,,,,523900,Other financial investment activities (including investment advice),5,12/8/1980,,"(34.1293, -118.4716)"
0000147656-0001-5,ELITE SURGERY CENTER INC,DOCTORS'OUTPATIENT SURGERY CENTER,16311 VENTURA BLVD #1085,ENCINO,91436-4353,90275,16311 VENTURA 91436-4353,,,,621111,Offices of physicians (except mental health specialists),5,6/1/2000,,"(34.157, -118.4882)"
0000139465-0001-6,ST JOHNS PRESBYTERIAN CHURCH OF RANCHO PARK,,11000 NATIONAL BLVD,LOS ANGELES,90064-4028,90277,11000 NATIONAL 90064,,,,624410,Child day care services,5,1/1/1995,,"(34.0286, -118.4254)"
0002703346-0001-4,MARA EUNICE ROJO,,4405 ROSEMEAD BLVD APARTMENT #234,ROSEMEAD,91770-1440,90278,4405 ROSEMEAD 91770-1440,2609 N MAIN STREET,LOS ANGELES,90031-3318,561790,Other services to buildings & dwellings,0,1/1/2011,,"(34.0859, -118.0733)"
0000102175-0001-5,"CARMENCITA CHUATECO, TRUST",BERNADETTE MEDICAL BLDG,1663 BEVERLY BLVD #101,LOS ANGELES,90026-5747,90280,1663 BEVERLY 90026-5747,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),13,1/1/1986,,"(34.0642, -118.2648)"
0002732730-0001-8,LAILA VALENCIA,,6309 CANBY AVENUE,TARZANA,91335-7009,90290,6309 CANBY 91335-7009,,,,561720,Janitorial services,3,2/25/2014,,"(34.1847, -118.5348)"
0002173147-0001-4,MARTINEAU & CO INC,FRENCH MARKET CAFE,2321 ABBOT KINNEY BLVD,VENICE,90291-4875,90291,2321 ABBOT KINNEY 90291-4875,,,,722110,Full-service restaurants,11,1/1/2005,,"(33.9879, -118.459)"
0002309420-0001-0,TWO WORLDS RESERVATION LIMITED PARTNERSHIP,,809 W 23RD STREET,LOS ANGELES,90007-2057,90292,809 23RD 90007-2057,21515 HAWTHORNE BLVD SUITE #125,TORRANCE,90503-6514,531100,Lessors of real estate (including mini warehouses & self-storage units),1,2/1/2008,,"(34.0324, -118.2777)"
0000402074-0001-9,TRIM MAXX,TRIM MAX,16200 DORILEE LANE,ENCINO,91436-4202,90293,16200 DORILEE 91436-4202,,,,336000,Transportation equipment mfg.,5,1/1/2001,,"(34.1335, -118.4855)"
0002770478-0001-5,YAOZHI YE,,866 N BUNKER HILL AVENUE APARTMENT #203,LOS ANGELES,90012-6421,90301,866 BUNKER HILL 90012-6421,,,,541100,Legal services,1,8/18/2014,,"(34.0641, -118.2432)"
0002379846-0001-1,CRAIG A STRATTON,BEAGLE EASEL,2201 COMPTON AVENUE,LOS ANGELES,90011-1330,90302,2201 COMPTON 90011-1330,,,,339900,Other miscellaneous mfg.,9,6/1/2008,,"(34.0174, -118.2455)"
0002326139-0001-1,TIMOTHY FOGARTY,,4115 W HOOD AVENUE APARTMENT #C,BURBANK,91505-4012,90303,4115 HOOD 91505-4012,,,,711510,"Independent artists, writers, & performers",0,1/1/2005,,"(34.1464, -118.3419)"
0003009247-0001-1,"RORO'S CHICKEN, INC",RORO'S CHICKEN,6660 W SUNSET BLVD   SUITE #C,LOS ANGELES,90028-7161,90304,6660 SUNSET 90028-7161,,,,722110,Full-service restaurants,13,10/1/2017,,"(34.0976, -118.3357)"
0000418636-0001-2,ARNALDO ESCUDE,,13249 FIJI WAY #B,MARINA DEL REY,90292-7005,90305,13249 FIJI 90292-7005,,,,561300,Employment services,11,11/8/1982,,"(33.9798, -118.4342)"
0003009190-0001-9,MD ENAMUL HAQUE / ANISUR RAHMAN,HOLLYWOOD SOUVENIR LAND,6753   HOLLYWOOD BLVD   UNIT #A,LOS ANGELES,90028-4623,90401,6753 HOLLYWOOD 90028-4623,8041   DAHA PLACE,NORTH HOLLYWOOD,91605-1100,451110,Sporting goods stores,13,9/26/2017,,"(34.1019, -118.3376)"
0002615022-0001-0,ELIZABETH SANCHEZ,,4110 ZAMORA STREET,LOS ANGELES,90011-3210,90402,4110 ZAMORA 90011-3210,,,,812111,Barber shops,9,1/1/2010,,"(34.0089, -118.2529)"
0000335130-0001-0,KEDREN COMMUNITY HEALTH CENTER INC,KEDREN WESTLAKE I,3031 BEVERLY BLVD,LOS ANGELES,90057-1013,90403,3031 BEVERLY 90057-1013,710 E 111TH PLACE,LOS ANGELES,90059-1518,624410,Child day care services,13,8/29/1968,,"(34.0716, -118.2818)"
0002611314-0001-1,MICHELLE R HUBBARD,MICHELLE RENEE ARTISTRY,21031 VENTURA BLVD SUITE #1105,WOODLAND HILLS,91364-2256,90404,21031 VENTURA 91364-2256,,,,711510,"Independent artists, writers, & performers",3,2/3/2012,,"(34.1667, -118.5914)"
0002722743-0001-9,HORTENSIA DIANA DELGADO,,455  1/2 E 49TH STREET,LOS ANGELES,90011-3992,90405,455 49TH 90011-3992,,,,812990,All other personal services,9,1/17/2014,,"(33.9987, -118.2683)"
0002200405-0001-4,JEFF LAZAR,J L FURNISHINGS,471 LORING AVENUE,LOS ANGELES,90024-2642,90501,471 LORING 90024-2642,471 LORING AVENUE,LOS ANGELES,90024-2642,,,5,10/1/1996,,"(34.0747, -118.4345)"
0002342157-0001-2,RAY ALLEN MANUFACTURING LLC,,975 FORD STREET,COLORADO SPRINGS,80915-3729,90502,975 FORD 80915-3729,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",0,1/1/1965,,"(38.8458, -104.7106)"
0000358956-0001-4,EDUARDO LARES,,4049 AMISTAD AVENUE,PICO RIVERA,90660-1505,90503,4049 AMISTAD 90660-1505,POST OFFICE BOX #2034,PICO RIVERA,90662-2034,,,0,5/3/1996,,"(34.0125, -118.0692)"
0002214390-0001-1,MAGDALENA L WILZIG CHARLES J SCHUESSLER,,3520 EMERY STREET,LOS ANGELES,90023-3908,90504,3520 EMERY 90023-3908,20902 BROKEN BIT DRIVE,COVINA,91724-3850,,,14,5/30/1986,,"(34.0141, -118.202)"
0002668203-0001-7,PERLA MORALES,,2649  1/2 GRANADA STREET,LOS ANGELES,90065-1114,90505,2649 GRANADA 90065-1114,,,,624410,Child day care services,1,10/1/2012,,"(34.0949, -118.2293)"
0002576092-0001-5,HAMMOND CONSTRUCTION SERVICES INC,HAMMOND DRYWALL CONSTRUCTION,1231 BRAMFORD COURT,DIAMOND BAR,91765-6500,90506,1231 BRAMFORD 91765-6500,,,,235420,"Drywall, Plastering, Acoustical, and Insulation Contractors (1997 NAICS)",0,8/8/2011,,"(33.9977, -117.79)"
0003007764-0001-1,HUYEN DINH,,4027   COUNTRY CLUB DRIVE   APARTMENT #102,LOS ANGELES,90019-3455,90601,4027 COUNTRY CLUB 90019-3455,,,,999999,Unclassified establishments (unable to classify),10,6/1/2015,,"(34.0519, -118.3228)"
0000267002-0001-8,ERNEST/FRANCES DARE,,1480 ROLLING HILL DRIVE,MONTEREY PARK,91754-4625,90602,1480 ROLLING HILL 91754-4625,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),0,4/22/1985,,"(34.0461, -118.148)"
0003009105-0001-9,JOHN WILLIAM CARROLL,J W CARROLL CONSTRUCTION,419   8TH STREET,HUNTINGTON BEACH,92648-4628,90603,419 8TH 92648-4628,,,,235420,"Drywall, Plastering, Acoustical, and Insulation Contractors (1997 NAICS)",0,9/26/2017,,"(33.6628, -118.0022)"
0002894472-0001-5,GLAMGOON,THAT'S AYANNA J,446 S RAMPART BLVD   APARTMENT #208,LOS ANGELES,90057-1764,90604,446 RAMPART 90057-1764,323 E PLYMOUTH STREET   APARTMENT #1,INGLEWOOD,90302-2449,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",1,3/9/2016,,"(34.0635, -118.2801)"
0003008490-0001-6,EVELYN VELAZQUEZ,,8913 S WILTON PLACE,LOS ANGELES,90047-3515,90605,8913 WILTON 90047,8913 S WILTON PLACE,LOS ANGELES,90047-3515,722300,Special food services (including food service contractors & caterers),8,9/22/2017,,"(33.9558, -118.3148)"
0002295043-0001-1,ELMER PARAISO,E P WHOLESALE,654 N NORMANDIE AVENUE APARTMENT #3,LOS ANGELES,90004-2037,90606,654 NORMANDIE 90004-2037,,,,441300,"Automotive parts, accessories, & tire stores",13,5/1/2002,,"(34.0823, -118.3004)"
0002368501-0001-6,NOEL TOMLIN,,1623 S BRONSON AVENUE,LOS ANGELES,90019-6073,90621,1623 BRONSON 90019-6073,POST OFFICE BOX #19174,LOS ANGELES,90019-0174,561600,Investigation & security services,10,1/2/2006,,"(34.044, -118.3275)"
0003007326-0001-2,GASTON F WURTH / SANDRA M WURTH,DROP U CLOTHING,22357   VICTORY BLVD   UNIT #107,WOODLAND HILLS,91303-2400,90623,22357 VICTORY 91303-2400,,,,448120,Women's clothing stores,3,9/15/2017,,"(34.1865, -118.6137)"
0002727639-0001-1,SCHNEIDER LUESCHER LLC,,2325 JESSE STREET UNIT #A,LOS ANGELES,90023-1008,90630,2325 JESSE 90023-1008,,,,424800,"Beer, wine, & distilled alcoholic beverage",14,1/1/2014,,"(34.0368, -118.2229)"
0002352086-0001-7,ROBERT W AND NELLY HOFFMAN,,11524 NATIONAL BLVD,LOS ANGELES,90064-3828,90631,11524 NATIONAL 90064-3828,3146 PURDUE AVENUE,LOS ANGELES,90066-1406,531100,Lessors of real estate (including mini warehouses & self-storage units),11,1/1/1988,,"(34.0242, -118.4355)"
0000498519-0001-1,DAVID A FINER A LAW CORPORATION,,15300 VENTURA BLVD #216,SHERMAN OAKS,91403-5830,90638,15300 VENTURA 91403-5830,15300 VENTURA BLVD #216,SHERMAN OAKS,91403-5830,541100,Legal services,4,10/1/1983,,"(34.1538, -118.4662)"
0002243890-0001-4,WARD PRODUCTIONS INC,,8200 W SUNSET BLVD,WEST HOLLYWOOD,90046-2414,90640,8200 SUNSET 90046-2414,1638 BABCOCK STREET SUITE #F,COSTA MESA,92627-4378,531100,Lessors of real estate (including mini warehouses & self-storage units),4,9/1/2004,,"(34.0979, -118.3674)"
0000489052-0001-4,GUI JIANG DEVELOPMENT CO LTD,CHINATOWN STATION JOINT VENTURE,701 N MAIN STREET,LOS ANGELES,90012-1800,90650,701 MAIN 90012-1800,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),14,1/1/1989,,"(34.0582, -118.2377)"
0002104301-0001-1,ILEANA LORIO,,1510 3RD AVENUE APARTMENT #2,LOS ANGELES,90019-4547,90660,1510 3RD 90019-4547,,,,,,10,1/1/2002,,"(34.0452, -118.32)"
0000050866-0001-5,QUAN KWONG YEE FAMILY ASSOCIATION /C,QUAN KWONG YEE FAMILY ASS'N,954 YALE STREET,LOS ANGELES,90012-1725,90670,954 YALE 90012-1725,954 YALE STREET,LOS ANGELES,90012-1771,,,1,7/10/1994,,"(34.066, -118.2393)"
0002234835-0001-6,CHRISTINE NOUTSIOS,,1450 BARRY AVENUE,LOS ANGELES,90025-2333,90701,1450 BARRY 90025-2333,1511 16TH STREET UNIT #101,SANTA MONICA,90404-3347,531100,Lessors of real estate (including mini warehouses & self-storage units),11,4/24/1991,,"(34.0455, -118.4561)"
0002880648-0001-2,HUGO LEONEL LEMUS TRIGUEROS,JIREH'S PLUMBING,1303 W 103RD STREET,LOS ANGELES,90044-1707,90703,1303 103RD 90044-1707,,,,812990,All other personal services,0,1/1/2012,,"(33.9435, -118.2984)"
0002486849-0001-5,ARMIN FERADOUNI  DPM,,22727 MULHOLLAND DRIVE,WOODLAND HILLS,91364-4943,90704,22727 MULHOLLAND 91364-4943,,,,621111,Offices of physicians (except mental health specialists),3,4/1/2008,,"(34.1503, -118.6222)"
0002446739-0001-8,BLANCA ISABEL CORTEZ,BAZAR DEPORTIVO CHRIS,6800 RESEDA BLVD SUITE #D,RESEDA,91335-4260,90706,6800 RESEDA 91335-4260,,,,424990,Other miscellaneous nondurable goods,3,7/3/2007,,"(34.1938, -118.536)"
0002496971-0001-4,ADRIAN PRUETT,ADRIAN PRUETT ENTERTAINMENT INC,3559 SAWTELLE BLVD #2,LOS ANGELES,90066-2934,90710,3559 SAWTELLE 90066-2934,5404   WHITSETT AVENUE   #126,VALLEY VILLAGE,91607-1615,512100,Motion picture & video industries (except video rental),11,1/13/2010,,"(34.0153, -118.4228)"
0000770414-0001-6,BABUBHAI M MEHTA,H & B REALTY,19725 SHERMAN WAY #270,WINNETKA,91306-3660,90712,19725 SHERMAN 91306-3660,19725 SHERMAN WAY,WINNETKA,91306-3650,531210,Offices of real estate agents & brokers,3,10/10/1990,,"(34.2011, -118.5634)"
0000868129-0001-5,SAGARA DEVELOPMENT LLC,,7530 MCCONNELL AVENUE,LOS ANGELES,90045-1038,90713,7530 MCCONNELL 90045-1038,,,,541600,"Management, scientific, & technical consulting services",11,10/24/2001,,"(33.9719, -118.4131)"
0003009024-0001-3,CHARLES OWENS,,5805 W 8TH STREET   UNIT #304,LOS ANGELES,90036-4592,90715,5805 8TH 90036-4592,,,,711510,"Independent artists, writers, & performers",4,1/1/2013,,"(34.061, -118.3561)"
0002713840-0001-4,RAINY DAY ROOFING INC,,9295   9TH STREET,RANCHO CUCAMONGA,91730-4408,90716,9295 9TH 91730-4408,9295   9TH STREET,RANCHO CUCAMONGA,91730-4408,235610,"Roofing, Siding, and Sheet Metal Contractors (1997 NAICS)",0,6/1/2012,,"(34.0949, -117.6036)"
0002594928-0001-9,DAUGHTERS OF MARY AND JOSEPH IN CALIFORNIA INC,,10939 ROSE AVENUE,LOS ANGELES,90034-5339,90717,10939 ROSE 90034-5339,5300 CREST ROAD,RANCHO PALOS VERDES,90275-5004,531100,Lessors of real estate (including mini warehouses & self-storage units),5,4/5/1950,,"(34.0235, -118.4194)"
0000443473-0001-0,PROMAT INC,,13701 RIVERSIDE DRIVE #310,SHERMAN OAKS,91423-2447,90720,13701 RIVERSIDE 91423-2447,,,,561300,Employment services,4,1/1/1996,,"(34.1576, -118.4313)"
0000245364-0001-6,PROSSER REALTY SERVICES INC,,1836 1/2 S ROBERTSON BLVD,LOS ANGELES,90035-4362,90723,1836 ROBERTSON 90035-4362,,,,,,5,7/1/1999,,"(34.0458, -118.3863)"
0002211983-0001-9,JULISSA POLO,,312 COLUMBIA AVENUE APARTMENT #3,LOS ANGELES,90017-1219,90731,312 COLUMBIA 90017-1219,,,,,,1,1/1/2001,,"(34.059, -118.2645)"
0002233520-0002-6,STEPHEN LYNN CHAMP SR,MARY'S TOUCH OF LOVE MASSAGE,1141 W 47TH STREET,LOS ANGELES,90037-2831,90732,1141 47TH 90037-2831,,,,812190,Other personal care services (including diet & weight reducing centers),9,7/1/2014,,"(34.0006, -118.2957)"
